Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,What is your gender? - Prefer to self-describe - Text,In which country do you currently reside?,What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,Select the title most similar to your current role (or most recent title if retired): - Selected Choice,Select the title most similar to your current role (or most recent title if retired): - Other - Text,What is the size of the company where you are employed?,Approximately how many individuals are responsible for data science workloads at your place of business?,Does your current employer incorporate machine learning methods into their business?
58,40-44,Male,-1,Spain,Master’s degree,,-1,,,
190,22-24,Male,-1,Viet Nam,Bachelor’s degree,Software Engineer,-1,50-249 employees,9-May,
205,18-21,Male,-1,India,,,-1,,,
597,30-34,Male,-1,New Zealand,Master’s degree,Software Engineer,-1,"> 10,000 employees",0,I do not know
215,25-29,Male,-1,France,Master’s degree,Data Scientist,-1,250-999 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
133,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
3150,35-39,Female,-1,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,-1,"1000-9,999 employees",9-May,"We have well established ML methods (i.e., models in production for more than 2 years)"
140,22-24,Male,-1,Indonesia,Bachelor’s degree,Software Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
63,22-24,Male,-1,India,Master’s degree,,-1,,,
1048,30-34,Male,-1,India,Master’s degree,Other,-1,"> 10,000 employees",20+,We use ML methods for generating insights (but do not put working models into production)
223,35-39,Male,-1,Taiwan,Doctoral degree,Research Scientist,-1,250-999 employees,9-May,
963,40-44,Male,-1,Spain,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
513,40-44,Male,-1,Netherlands,Master’s degree,Software Engineer,-1,250-999 employees,2-Jan,No (we do not use ML methods)
2806,30-34,Male,-1,Israel,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
419,25-29,Male,-1,India,Bachelor’s degree,Data Analyst,-1,50-249 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
84,25-29,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",,
1045,22-24,Male,-1,United States of America,Master’s degree,Student,-1,,,
715,25-29,Male,-1,Spain,I prefer not to answer,Data Scientist,-1,"> 10,000 employees",0,
460,40-44,Male,-1,Russia,Professional degree,Research Scientist,-1,250-999 employees,4-Mar,No (we do not use ML methods)
338,25-29,Male,-1,Nigeria,Master’s degree,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
175,45-49,Male,-1,Spain,No formal education past high school,Other,-1,,,
529,22-24,Male,-1,Ukraine,Some college/university study without earning a bachelor’s degree,Software Engineer,-1,"> 10,000 employees",0,No (we do not use ML methods)
990,22-24,Female,-1,China,Some college/university study without earning a bachelor’s degree,Student,-1,,,
19409,25-29,Female,-1,China,Master’s degree,Software Engineer,-1,"> 10,000 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
65,25-29,Male,-1,Spain,Master’s degree,Software Engineer,-1,50-249 employees,,
543,25-29,Male,-1,Netherlands,Master’s degree,Data Scientist,-1,"1000-9,999 employees",2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
270,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
175,22-24,Male,-1,Italy,Master’s degree,Student,-1,,,
416,25-29,Male,-1,Algeria,Doctoral degree,Research Scientist,-1,"> 10,000 employees",20+,I do not know
550,22-24,Male,-1,India,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)"
292,25-29,Male,-1,Australia,Master’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
49833,40-44,Female,-1,India,Doctoral degree,Student,-1,,,
389,22-24,Male,-1,India,Bachelor’s degree,Not employed,-1,,,
315,25-29,Male,-1,China,Bachelor’s degree,Not employed,-1,,,
176,22-24,Female,-1,India,Professional degree,Student,-1,,,
1147,35-39,Male,-1,Denmark,Doctoral degree,Data Scientist,-1,"1000-9,999 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
188,22-24,Male,-1,India,Bachelor’s degree,Student,-1,,,
789,25-29,Female,-1,France,Master’s degree,Data Scientist,-1,0-49 employees,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
335,22-24,Male,-1,India,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
689,22-24,Male,-1,India,Doctoral degree,Software Engineer,-1,"1000-9,999 employees",0,We are exploring ML methods (and may one day put a model into production)
482,25-29,Male,-1,France,Doctoral degree,Data Scientist,-1,0-49 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
47,30-34,Male,-1,Other,Doctoral degree,Software Engineer,-1,0-49 employees,9-May,
292,25-29,Female,-1,Denmark,Doctoral degree,Research Scientist,-1,50-249 employees,15-19,We are exploring ML methods (and may one day put a model into production)
6659,22-24,Male,-1,China,,,-1,,,
2823,25-29,Male,-1,India,Bachelor’s degree,Business Analyst,-1,50-249 employees,20+,We use ML methods for generating insights (but do not put working models into production)
129,25-29,Male,-1,Italy,Master’s degree,Research Scientist,-1,50-249 employees,,
554,22-24,Female,-1,India,Bachelor’s degree,Data Analyst,-1,0-49 employees,0,"We have well established ML methods (i.e., models in production for more than 2 years)"
107,55-59,Male,-1,Spain,Doctoral degree,Statistician,-1,"1000-9,999 employees",4-Mar,I do not know
71,25-29,Male,-1,France,Master’s degree,Data Analyst,-1,50-249 employees,4-Mar,
62,35-39,Male,-1,Czech Republic,Master’s degree,Software Engineer,-1,0-49 employees,0,No (we do not use ML methods)
327,30-34,Male,-1,Other,Doctoral degree,Data Scientist,-1,0-49 employees,2-Jan,I do not know
69247,22-24,Male,-1,Taiwan,Master’s degree,Student,-1,,,
426,25-29,Female,-1,India,Master’s degree,Data Analyst,-1,"1000-9,999 employees",9-May,We are exploring ML methods (and may one day put a model into production)
54,22-24,Male,-1,Singapore,Bachelor’s degree,Student,-1,,,
224,22-24,Female,-1,India,Master’s degree,Student,-1,,,
197,30-34,Male,-1,India,Master’s degree,Product/Project Manager,-1,250-999 employees,2-Jan,No (we do not use ML methods)
211,25-29,Male,-1,United States of America,Bachelor’s degree,Student,-1,,,
418,18-21,Male,-1,India,Some college/university study without earning a bachelor’s degree,Student,-1,,,
899,25-29,Male,-1,Italy,Bachelor’s degree,Software Engineer,-1,0-49 employees,0,No (we do not use ML methods)
205,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
694,18-21,Male,-1,Other,Master’s degree,Student,-1,,,
597,25-29,Female,-1,Germany,Master’s degree,Data Scientist,-1,"> 10,000 employees",20+,We use ML methods for generating insights (but do not put working models into production)
224,30-34,Male,-1,Bangladesh,Bachelor’s degree,Product/Project Manager,-1,"1000-9,999 employees",2-Jan,We are exploring ML methods (and may one day put a model into production)
1374,22-24,Male,-1,India,Bachelor’s degree,Data Analyst,-1,"> 10,000 employees",20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
506,25-29,Male,-1,Other,Bachelor’s degree,Other,295,"1000-9,999 employees",0,I do not know
274,30-34,Male,-1,Other,Master’s degree,Business Analyst,-1,50-249 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
254,22-24,Male,-1,Germany,Bachelor’s degree,Student,-1,,,
605,30-34,Male,-1,India,Master’s degree,Data Scientist,-1,0-49 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
152,22-24,Male,-1,India,Master’s degree,Software Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
1058,50-54,Male,-1,Taiwan,Bachelor’s degree,Research Scientist,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
77,35-39,Male,-1,South Korea,Professional degree,Research Scientist,-1,"1000-9,999 employees",,
331,22-24,Male,-1,Russia,No formal education past high school,Student,-1,,,
338,22-24,Male,-1,Spain,Master’s degree,Data Scientist,-1,50-249 employees,2-Jan,No (we do not use ML methods)
138,25-29,Female,-1,Germany,Bachelor’s degree,DBA/Database Engineer,-1,,,
368,25-29,Male,-1,Other,Bachelor’s degree,Data Scientist,-1,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
38808,45-49,Male,-1,Morocco,Doctoral degree,Data Scientist,-1,50-249 employees,0,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1237,45-49,Male,-1,Nigeria,Doctoral degree,Student,-1,,,
1219,25-29,Male,-1,Turkey,Doctoral degree,Research Scientist,-1,50-249 employees,4-Mar,I do not know
47,18-21,Male,-1,India,Bachelor’s degree,,-1,,,
622,30-34,Male,-1,India,Bachelor’s degree,Software Engineer,-1,"> 10,000 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
449,45-49,Male,-1,Austria,Master’s degree,Software Engineer,-1,"> 10,000 employees",4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
687,22-24,Male,-1,France,Master’s degree,Data Scientist,-1,"1000-9,999 employees",9-May,We use ML methods for generating insights (but do not put working models into production)
334,25-29,Prefer not to say,-1,Australia,Master’s degree,Student,-1,,,
725,30-34,Male,-1,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,-1,250-999 employees,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)"
176,18-21,Male,-1,India,Bachelor’s degree,Data Scientist,-1,50-249 employees,2-Jan,We use ML methods for generating insights (but do not put working models into production)
284,22-24,Male,-1,Russia,Doctoral degree,Data Scientist,-1,0-49 employees,2-Jan,
3662,40-44,Male,-1,France,Master’s degree,Other,69,0-49 employees,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)"
152,25-29,Female,-1,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,-1,250-999 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
572186,22-24,Female,-1,Tunisia,Professional degree,Software Engineer,-1,0-49 employees,0,I do not know
550,25-29,Male,-1,Viet Nam,I prefer not to answer,Software Engineer,-1,0-49 employees,2-Jan,No (we do not use ML methods)
523441,25-29,Female,-1,Japan,Professional degree,Research Scientist,-1,0-49 employees,,
218,30-34,Male,-1,Portugal,Doctoral degree,Data Scientist,-1,"1000-9,999 employees",20+,"We recently started using ML methods (i.e., models in production for less than 2 years)"
58150,25-29,Male,-1,Egypt,I prefer not to answer,Other,-1,0-49 employees,0,I do not know
3218,45-49,Male,-1,France,Master’s degree,Data Engineer,-1,250-999 employees,20+,No (we do not use ML methods)
92,30-34,Male,-1,India,,,-1,,,
2063,25-29,Male,-1,Nigeria,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,-1,0-49 employees,4-Mar,
874,25-29,Female,-1,Nigeria,Master’s degree,Data Scientist,-1,0-49 employees,2-Jan,No (we do not use ML methods)
369,25-29,Male,-1,United States of America,Master’s degree,Other,796,"> 10,000 employees",20+,We are exploring ML methods (and may one day put a model into production)
235,50-54,Male,-1,Japan,Master’s degree,Research Scientist,-1,250-999 employees,14-Oct,I do not know
378,22-24,Male,-1,China,Doctoral degree,Data Scientist,-1,0-49 employees,4-Mar,We use ML methods for generating insights (but do not put working models into production)
3535,22-24,Male,-1,Other,Bachelor’s degree,Not employed,-1,,,
748,40-44,Male,-1,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
412,18-21,Male,-1,India,Bachelor’s degree,Data Scientist,-1,250-999 employees,2-Jan,I do not know
571103,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
267,22-24,Male,-1,India,Bachelor’s degree,Student,-1,,,
373,25-29,Male,-1,Italy,Master’s degree,Student,-1,,,
663220,45-49,Female,-1,Ireland,Professional degree,Other,797,50-249 employees,0,No (we do not use ML methods)
180,25-29,Male,-1,India,Master’s degree,Software Engineer,-1,0-49 employees,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)"
155,25-29,Female,-1,Viet Nam,Bachelor’s degree,Business Analyst,-1,"> 10,000 employees",14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1088,18-21,Male,-1,Indonesia,Bachelor’s degree,Data Scientist,-1,0-49 employees,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)"
1307,40-44,Male,-1,India,Master’s degree,Software Engineer,-1,250-999 employees,4-Mar,We are exploring ML methods (and may one day put a model into production)
279,35-39,Female,-1,Spain,Doctoral degree,Research Scientist,-1,50-249 employees,20+,"We have well established ML methods (i.e., models in production for more than 2 years)"
1083,40-44,Male,-1,Tunisia,Master’s degree,Other,19,0-49 employees,0,We use ML methods for generating insights (but do not put working models into production)
533024,25-29,Male,-1,India,Master’s degree,Business Analyst,-1,"1000-9,999 employees",0,No (we do not use ML methods)
99,40-44,Female,-1,France,Master’s degree,Software Engineer,-1,0-49 employees,0,
123,30-34,Male,-1,Germany,Bachelor’s degree,Software Engineer,-1,"1000-9,999 employees",4-Mar,We are exploring ML methods (and may one day put a model into production)
4398,40-44,Male,-1,South Korea,Bachelor’s degree,Software Engineer,-1,50-249 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
19185,18-21,Male,-1,India,Bachelor’s degree,Student,-1,,,
785,25-29,Male,-1,India,Master’s degree,Data Analyst,-1,0-49 employees,2-Jan,We are exploring ML methods (and may one day put a model into production)
